Time,VAS,VVS,NID,CA,NAE,PRP,IFP,VG,CNA,VTS,HM,AUH,ARM,CPP,PVS,BFN,BFM,PA,QLO,AU,VP,VB,RBF,RFN,TVD,NOD,HR,SVO,AAR,EVR,GFR,RSM,RVG,DLP,AUM,RR,GLP,PFL,VUD,VAE,RSN,QAO,VIF,VEC,VTW
3.0528e+05,0.9372,3.2873,0.5,0.00355,2161.5,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5944,70.105,3.8745,2.8659,1.2858,124.56,5.3882,0.99984,3.1127,5.0939,1.2365,1.2365,0.0037889,0.49459,72.127,0.074705,49.127,51.61,0.13883,93.862,0.70668,0.0070008,0.99986,100.74,63.817,17.775,0.0037886,0.4422,42.112,5.3882,0.5977,15.116,40.122
3.0672e+05,0.93722,3.2873,0.5,0.00355,2161.5,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5946,70.105,3.8745,2.8659,1.2859,124.57,5.3883,0.99984,3.1127,5.0939,1.2365,1.2365,0.00379,0.49459,72.127,0.074706,49.131,51.61,0.13883,93.861,0.70667,0.0070009,0.99986,100.74,63.818,17.776,0.0037897,0.44222,42.114,5.3883,0.5977,15.116,40.122
3.0816e+05,0.93725,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.5948,70.105,3.8745,2.8659,1.286,124.58,5.3884,0.99984,3.1128,5.0939,1.2365,1.2365,0.0037911,0.49459,72.127,0.074707,49.135,51.61,0.13883,93.86,0.70667,0.0070009,0.99986,100.75,63.818,17.776,0.0037908,0.44225,42.117,5.3884,0.5977,15.116,40.122
3.096e+05,0.93727,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,142.99,11.991,40,0.99995,1.595,70.105,3.8745,2.8659,1.2861,124.58,5.3885,0.99984,3.1128,5.0939,1.2366,1.2366,0.0037921,0.49459,72.127,0.074709,49.14,51.61,0.13884,93.859,0.70667,0.0070009,0.99987,100.75,63.819,17.777,0.0037919,0.44227,42.119,5.3885,0.5977,15.116,40.123
3.1104e+05,0.93729,3.2873,0.5,0.00355,2161.6,218.22,12.159,11.393,143,11.991,40,0.99995,1.5952,70.105,3.8745,2.8659,1.2861,124.59,5.3886,0.99984,3.1128,5.0939,1.2366,1.2366,0.0037932,0.49458,72.127,0.07471,49.144,51.61,0.13884,93.858,0.70667,0.0070009,0.99987,100.75,63.819,17.777,0.0037929,0.44229,42.121,5.3886,0.5977,15.116,40.123
3.1248e+05,0.93731,3.2873,0.5,0.00355,2161.6,218.22,12.158,11.393,143,11.991,40,0.99995,1.5954,70.105,3.8745,2.8659,1.2862,124.59,5.3887,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037942,0.49458,72.127,0.074711,49.148,51.61,0.13884,93.857,0.70667,0.0070009,0.99987,100.76,63.819,17.778,0.003794,0.44231,42.123,5.3887,0.5977,15.116,40.124
3.1392e+05,0.93733,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.5956,70.104,3.8745,2.8659,1.2863,124.6,5.3888,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037953,0.49458,72.127,0.074713,49.153,51.61,0.13885,93.856,0.70667,0.0070009,0.99987,100.76,63.82,17.778,0.003795,0.44233,42.125,5.3888,0.5977,15.116,40.124
3.1536e+05,0.93735,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.5958,70.104,3.8745,2.8659,1.2864,124.61,5.3889,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037963,0.49458,72.127,0.074714,49.157,51.61,0.13885,93.855,0.70667,0.0070009,0.99987,100.77,63.82,17.778,0.0037961,0.44235,42.127,5.3889,0.5977,15.117,40.124
3.168e+05,0.93738,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99995,1.596,70.104,3.8745,2.8659,1.2865,124.61,5.389,0.99985,3.1129,5.0939,1.2366,1.2366,0.0037973,0.49458,72.127,0.074715,49.161,51.61,0.13885,93.854,0.70667,0.0070009,0.99987,100.77,63.821,17.779,0.0037971,0.44238,42.129,5.389,0.5977,15.117,40.125
3.1824e+05,0.9374,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99996,1.5962,70.104,3.8745,2.8659,1.2865,124.62,5.389,0.99985,3.113,5.0939,1.2366,1.2366,0.0037983,0.49458,72.127,0.074717,49.165,51.61,0.13886,93.853,0.70667,0.0070009,0.99987,100.78,63.821,17.779,0.0037981,0.4424,42.131,5.389,0.5977,15.117,40.125
3.1968e+05,0.93742,3.2873,0.5,0.00355,2161.6,218.23,12.158,11.393,143,11.991,40,0.99996,1.5963,70.104,3.8745,2.8659,1.2866,124.62,5.3891,0.99985,3.113,5.0939,1.2366,1.2366,0.0037993,0.49458,72.127,0.074718,49.169,51.61,0.13886,93.852,0.70667,0.0070009,0.99987,100.78,63.821,17.78,0.0037991,0.44242,42.133,5.3891,0.59771,15.117,40.125
3.2112e+05,0.93744,3.2873,0.5,0.00355,2161.6,218.24,12.158,11.393,143,11.991,40,0.99996,1.5965,70.104,3.8745,2.8659,1.2867,124.63,5.3892,0.99985,3.113,5.0939,1.2366,1.2366,0.0038003,0.49458,72.126,0.074719,49.173,51.61,0.13886,93.85,0.70666,0.0070009,0.99988,100.78,63.822,17.78,0.0038001,0.44244,42.135,5.3892,0.59771,15.117,40.126
3.2256e+05,0.93746,3.2873,0.5,0.00355,2161.7,218.24,12.158,11.393,143,11.991,40,0.99996,1.5967,70.104,3.8745,2.8659,1.2868,124.64,5.3893,0.99986,3.113,5.0939,1.2366,1.2366,0.0038013,0.49458,72.126,0.07472,49.177,51.61,0.13887,93.849,0.70666,0.0070009,0.99988,100.79,63.822,17.78,0.0038011,0.44246,42.137,5.3893,0.59771,15.117,40.126
3.24e+05,0.93748,3.2873,0.5,0.00355,2161.7,218.24,12.158,11.393,143,11.991,40,0.99996,1.5969,70.104,3.8746,2.8659,1.2868,124.64,5.3894,0.99986,3.1131,5.0939,1.2366,1.2366,0.0038023,0.49458,72.126,0.074721,49.181,51.61,0.13887,93.848,0.70666,0.0070009,0.99988,100.79,63.823,17.781,0.0038021,0.44248,42.139,5.3894,0.59771,15.117,40.126
3.2544e+05,0.9375,3.2873,0.5,0.00355,2161.7,218.24,12.158,11.393,143,11.991,40,0.99996,1.5971,70.104,3.8746,2.8659,1.2869,124.65,5.3895,0.99986,3.1131,5.0939,1.2366,1.2366,0.0038032,0.49458,72.126,0.074723,49.185,51.61,0.13887,93.847,0.70666,0.0070009,0.99988,100.8,63.823,17.781,0.003803,0.4425,42.141,5.3895,0.59771,15.117,40.127
3.2688e+05,0.93752,3.2873,0.5,0.00355,2161.7,218.24,12.158,11.393,143,11.991,40,0.99996,1.5972,70.104,3.8746,2.8659,1.287,124.65,5.3896,0.99986,3.1131,5.0939,1.2366,1.2366,0.0038042,0.49458,72.126,0.074724,49.189,51.61,0.13887,93.846,0.70666,0.0070009,0.99988,100.8,63.823,17.782,0.003804,0.44252,42.143,5.3896,0.59771,15.117,40.127
3.2832e+05,0.93754,3.2873,0.5,0.00355,2161.7,218.25,12.158,11.393,143,11.991,40,0.99996,1.5974,70.104,3.8746,2.8659,1.2871,124.66,5.3896,0.99986,3.1132,5.094,1.2367,1.2367,0.0038052,0.49458,72.126,0.074725,49.193,51.61,0.13888,93.845,0.70666,0.0070009,0.99988,100.8,63.824,17.782,0.0038049,0.44254,42.145,5.3896,0.59771,15.117,40.127
3.2976e+05,0.93756,3.2873,0.5,0.00355,2161.7,218.25,12.158,11.393,143,11.991,40,0.99996,1.5976,70.104,3.8746,2.8659,1.2871,124.66,5.3897,0.99986,3.1132,5.094,1.2367,1.2367,0.0038061,0.49458,72.126,0.074726,49.197,51.61,0.13888,93.844,0.70666,0.0070009,0.99988,100.81,63.824,17.782,0.0038059,0.44256,42.147,5.3897,0.59771,15.117,40.128
3.312e+05,0.93758,3.2873,0.5,0.00355,2161.7,218.25,12.158,11.393,143,11.991,40,0.99996,1.5977,70.104,3.8746,2.8659,1.2872,124.67,5.3898,0.99986,3.1132,5.094,1.2367,1.2367,0.003807,0.49458,72.126,0.074727,49.201,51.61,0.13888,93.843,0.70666,0.0070009,0.99988,100.81,63.824,17.783,0.0038068,0.44258,42.149,5.3898,0.59771,15.117,40.128
3.3264e+05,0.9376,3.2873,0.5,0.00355,2161.7,218.25,12.158,11.393,143,11.991,40,0.99996,1.5979,70.104,3.8746,2.8659,1.2873,124.68,5.3899,0.99986,3.1132,5.094,1.2367,1.2367,0.0038079,0.49458,72.126,0.074728,49.205,51.61,0.13889,93.843,0.70665,0.0070009,0.99988,100.81,63.825,17.783,0.0038077,0.4426,42.15,5.3899,0.59771,15.117,40.128
3.3408e+05,0.93762,3.2873,0.5,0.00355,2161.7,218.25,12.158,11.393,143,11.991,40,0.99996,1.5981,70.104,3.8746,2.8659,1.2873,124.68,5.39,0.99987,3.1133,5.094,1.2367,1.2367,0.0038089,0.49458,72.126,0.07473,49.208,51.61,0.13889,93.842,0.70665,0.0070009,0.99989,100.82,63.825,17.783,0.0038086,0.44262,42.152,5.39,0.59771,15.117,40.128
3.3552e+05,0.93763,3.2873,0.5,0.00355,2161.7,218.26,12.158,11.393,143,11.991,40,0.99996,1.5982,70.104,3.8746,2.8659,1.2874,124.69,5.39,0.99987,3.1133,5.094,1.2367,1.2367,0.0038098,0.49458,72.126,0.074731,49.212,51.61,0.13889,93.841,0.70665,0.0070009,0.99989,100.82,63.826,17.784,0.0038095,0.44263,42.154,5.39,0.59771,15.117,40.129
3.3696e+05,0.93765,3.2873,0.5,0.00355,2161.7,218.26,12.158,11.393,143,11.991,40,0.99996,1.5984,70.104,3.8746,2.8659,1.2875,124.69,5.3901,0.99987,3.1133,5.094,1.2367,1.2367,0.0038107,0.49458,72.126,0.074732,49.216,51.61,0.13889,93.84,0.70665,0.0070009,0.99989,100.83,63.826,17.784,0.0038104,0.44265,42.156,5.3901,0.59771,15.117,40.129
3.384e+05,0.93767,3.2873,0.5,0.00355,2161.8,218.26,12.158,11.393,143,11.991,40,0.99996,1.5986,70.104,3.8746,2.8659,1.2875,124.7,5.3902,0.99987,3.1134,5.094,1.2367,1.2367,0.0038115,0.49458,72.126,0.074733,49.219,51.61,0.1389,93.839,0.70665,0.0070009,0.99989,100.83,63.826,17.785,0.0038113,0.44267,42.158,5.3902,0.59771,15.117,40.129
3.3984e+05,0.93769,3.2873,0.5,0.00355,2161.8,218.26,12.158,11.393,143,11.991,40,0.99996,1.5987,70.104,3.8746,2.8659,1.2876,124.7,5.3903,0.99987,3.1134,5.094,1.2367,1.2367,0.0038124,0.49457,72.126,0.074734,49.223,51.61,0.1389,93.838,0.70665,0.0070009,0.99989,100.83,63.827,17.785,0.0038122,0.44269,42.159,5.3903,0.59771,15.117,40.13
3.4128e+05,0.93771,3.2873,0.5,0.00355,2161.8,218.26,12.158,11.393,143,11.991,40,0.99996,1.5989,70.104,3.8746,2.8659,1.2877,124.71,5.3903,0.99987,3.1134,5.094,1.2367,1.2367,0.0038133,0.49457,72.126,0.074735,49.226,51.61,0.1389,93.837,0.70665,0.0070009,0.99989,100.84,63.827,17.785,0.0038131,0.44271,42.161,5.3903,0.59771,15.117,40.13
3.4272e+05,0.93773,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5991,70.104,3.8746,2.866,1.2877,124.71,5.3904,0.99987,3.1134,5.094,1.2367,1.2367,0.0038142,0.49457,72.126,0.074736,49.23,51.61,0.13891,93.836,0.70664,0.0070009,0.99989,100.84,63.827,17.786,0.003814,0.44273,42.163,5.3904,0.59771,15.117,40.13
3.4416e+05,0.93774,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5992,70.104,3.8747,2.866,1.2878,124.72,5.3905,0.99987,3.1135,5.094,1.2367,1.2367,0.003815,0.49457,72.126,0.074737,49.234,51.61,0.13891,93.835,0.70664,0.0070009,0.99989,100.84,63.828,17.786,0.0038148,0.44274,42.165,5.3905,0.59771,15.117,40.131
3.456e+05,0.93776,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5994,70.104,3.8747,2.866,1.2879,124.72,5.3906,0.99988,3.1135,5.094,1.2367,1.2367,0.0038159,0.49457,72.126,0.074738,49.237,51.61,0.13891,93.834,0.70664,0.0070009,0.99989,100.85,63.828,17.786,0.0038157,0.44276,42.166,5.3906,0.59771,15.117,40.131
3.4704e+05,0.93778,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5995,70.104,3.8747,2.866,1.2879,124.73,5.3906,0.99988,3.1135,5.0941,1.2367,1.2367,0.0038167,0.49457,72.126,0.074739,49.24,51.61,0.13891,93.833,0.70664,0.0070009,0.9999,100.85,63.828,17.787,0.0038165,0.44278,42.168,5.3906,0.59771,15.117,40.131
3.4848e+05,0.9378,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5997,70.104,3.8747,2.866,1.288,124.73,5.3907,0.99988,3.1135,5.0941,1.2368,1.2368,0.0038175,0.49457,72.126,0.07474,49.244,51.61,0.13892,93.832,0.70664,0.0070009,0.9999,100.85,63.829,17.787,0.0038173,0.4428,42.17,5.3907,0.59771,15.117,40.131
3.4992e+05,0.93781,3.2873,0.5,0.00355,2161.8,218.27,12.158,11.393,143,11.991,40,0.99996,1.5998,70.104,3.8747,2.866,1.2881,124.74,5.3908,0.99988,3.1136,5.0941,1.2368,1.2368,0.0038184,0.49457,72.126,0.074741,49.247,51.61,0.13892,93.832,0.70664,0.0070009,0.9999,100.86,63.829,17.787,0.0038182,0.44281,42.171,5.3908,0.59771,15.117,40.132
3.5136e+05,0.93783,3.2874,0.5,0.00355,2161.8,218.28,12.158,11.393,143,11.991,40,0.99996,1.6,70.104,3.8747,2.866,1.2881,124.74,5.3909,0.99988,3.1136,5.0941,1.2368,1.2368,0.0038192,0.49457,72.126,0.074742,49.251,51.61,0.13892,93.831,0.70664,0.0070009,0.9999,100.86,63.829,17.788,0.003819,0.44283,42.173,5.3909,0.59772,15.117,40.132
3.528e+05,0.93785,3.2874,0.5,0.00355,2161.8,218.28,12.158,11.393,143,11.991,40,0.99996,1.6001,70.104,3.8747,2.866,1.2882,124.75,5.3909,0.99988,3.1136,5.0941,1.2368,1.2368,0.00382,0.49457,72.126,0.074743,49.254,51.61,0.13892,93.83,0.70663,0.0070009,0.9999,100.86,63.83,17.788,0.0038198,0.44285,42.175,5.3909,0.59772,15.117,40.132
3.5424e+05,0.93786,3.2874,0.5,0.00355,2161.9,218.28,12.158,11.393,143,11.991,40,0.99996,1.6003,70.104,3.8747,2.866,1.2883,124.75,5.391,0.99988,3.1136,5.0941,1.2368,1.2368,0.0038208,0.49457,72.126,0.074744,49.257,51.61,0.13893,93.829,0.70663,0.0070009,0.9999,100.87,63.83,17.788,0.0038206,0.44286,42.176,5.391,0.59772,15.117,40.133
3.5568e+05,0.93788,3.2874,0.5,0.00355,2161.9,218.28,12.158,11.393,143.01,11.991,40,0.99996,1.6004,70.104,3.8747,2.866,1.2883,124.75,5.3911,0.99988,3.1137,5.0941,1.2368,1.2368,0.0038216,0.49457,72.126,0.074745,49.26,51.61,0.13893,93.828,0.70663,0.0070009,0.9999,100.87,63.83,17.789,0.0038214,0.44288,42.178,5.3911,0.59772,15.117,40.133
3.5712e+05,0.9379,3.2874,0.5,0.00355,2161.9,218.28,12.158,11.393,143.01,11.991,40,0.99997,1.6006,70.104,3.8747,2.866,1.2884,124.76,5.3911,0.99988,3.1137,5.0941,1.2368,1.2368,0.0038224,0.49457,72.126,0.074746,49.264,51.61,0.13893,93.827,0.70663,0.0070009,0.9999,100.87,63.831,17.789,0.0038222,0.4429,42.179,5.3911,0.59772,15.117,40.133
3.5856e+05,0.93791,3.2874,0.5,0.00355,2161.9,218.29,12.158,11.393,143.01,11.991,40,0.99997,1.6007,70.104,3.8747,2.866,1.2884,124.76,5.3912,0.99989,3.1137,5.0941,1.2368,1.2368,0.0038232,0.49457,72.126,0.074747,49.267,51.61,0.13893,93.826,0.70663,0.0070009,0.9999,100.88,63.831,17.789,0.003823,0.44291,42.181,5.3912,0.59772,15.117,40.133
3.6e+05,0.93793,3.2874,0.5,0.00355,2161.9,218.29,12.158,11.393,143.01,11.991,40,0.99997,1.6008,70.104,3.8748,2.866,1.2885,124.77,5.3913,0.99989,3.1137,5.0941,1.2368,1.2368,0.0038239,0.49457,72.126,0.074748,49.27,51.61,0.13894,93.826,0.70663,0.0070009,0.9999,100.88,63.831,17.79,0.0038237,0.44293,42.182,5.3913,0.59772,15.117,40.134
3.6144e+05,0.93794,3.2874,0.5,0.00355,2161.9,218.29,12.157,11.393,143.01,11.991,40,0.99997,1.601,70.104,3.8748,2.866,1.2886,124.77,5.3913,0.99989,3.1138,5.0941,1.2368,1.2368,0.0038247,0.49457,72.126,0.074749,49.273,51.61,0.13894,93.825,0.70662,0.0070009,0.9999,100.88,63.832,17.79,0.0038245,0.44294,42.184,5.3913,0.59772,15.117,40.134
3.6288e+05,0.93796,3.2874,0.5,0.00355,2161.9,218.29,12.157,11.393,143.01,11.991,40,0.99997,1.6011,70.104,3.8748,2.866,1.2886,124.78,5.3914,0.99989,3.1138,5.0941,1.2368,1.2368,0.0038255,0.49457,72.126,0.07475,49.276,51.61,0.13894,93.824,0.70662,0.0070009,0.99991,100.89,63.832,17.79,0.0038253,0.44296,42.186,5.3914,0.59772,15.117,40.134
3.6432e+05,0.93798,3.2874,0.5,0.00355,2161.9,218.29,12.157,11.393,143.01,11.991,40,0.99997,1.6013,70.104,3.8748,2.866,1.2887,124.78,5.3915,0.99989,3.1138,5.0941,1.2368,1.2368,0.0038262,0.49457,72.126,0.074751,49.279,51.61,0.13894,93.823,0.70662,0.0070009,0.99991,100.89,63.832,17.79,0.003826,0.44298,42.187,5.3915,0.59772,15.118,40.134
3.6576e+05,0.93799,3.2874,0.5,0.00355,2161.9,218.29,12.157,11.393,143.01,11.991,40,0.99997,1.6014,70.104,3.8748,2.866,1.2887,124.79,5.3915,0.99989,3.1138,5.0942,1.2368,1.2368,0.003827,0.49457,72.126,0.074752,49.282,51.61,0.13895,93.822,0.70662,0.0070009,0.99991,100.89,63.833,17.791,0.0038268,0.44299,42.189,5.3915,0.59772,15.118,40.135
3.672e+05,0.93801,3.2874,0.5,0.00355,2161.9,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6015,70.104,3.8748,2.866,1.2888,124.79,5.3916,0.99989,3.1139,5.0942,1.2368,1.2368,0.0038277,0.49457,72.126,0.074753,49.285,51.61,0.13895,93.822,0.70662,0.0070009,0.99991,100.9,63.833,17.791,0.0038275,0.44301,42.19,5.3916,0.59772,15.118,40.135
3.6864e+05,0.93802,3.2874,0.5,0.00355,2161.9,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6017,70.104,3.8748,2.866,1.2888,124.79,5.3917,0.99989,3.1139,5.0942,1.2368,1.2368,0.0038284,0.49457,72.126,0.074754,49.288,51.61,0.13895,93.821,0.70662,0.0070009,0.99991,100.9,63.833,17.791,0.0038283,0.44302,42.191,5.3917,0.59772,15.118,40.135
3.7008e+05,0.93804,3.2874,0.5,0.00355,2161.9,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6018,70.104,3.8748,2.866,1.2889,124.8,5.3917,0.99989,3.1139,5.0942,1.2368,1.2368,0.0038292,0.49457,72.126,0.074755,49.291,51.61,0.13895,93.82,0.70661,0.0070009,0.99991,100.9,63.833,17.792,0.003829,0.44304,42.193,5.3917,0.59772,15.118,40.135
3.7152e+05,0.93805,3.2874,0.5,0.00355,2161.9,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6019,70.104,3.8748,2.866,1.289,124.8,5.3918,0.99989,3.1139,5.0942,1.2368,1.2368,0.0038299,0.49457,72.126,0.074756,49.294,51.61,0.13896,93.819,0.70661,0.0070009,0.99991,100.9,63.834,17.792,0.0038297,0.44305,42.194,5.3918,0.59772,15.118,40.136
3.7296e+05,0.93807,3.2874,0.5,0.00355,2162,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6021,70.104,3.8748,2.866,1.289,124.81,5.3919,0.9999,3.114,5.0942,1.2369,1.2369,0.0038306,0.49457,72.126,0.074756,49.297,51.61,0.13896,93.819,0.70661,0.0070009,0.99991,100.91,63.834,17.792,0.0038304,0.44307,42.196,5.3919,0.59772,15.118,40.136
3.744e+05,0.93808,3.2874,0.5,0.00355,2162,218.3,12.157,11.393,143.01,11.991,40,0.99997,1.6022,70.104,3.8748,2.866,1.2891,124.81,5.3919,0.9999,3.114,5.0942,1.2369,1.2369,0.0038313,0.49456,72.126,0.074757,49.3,51.61,0.13896,93.818,0.70661,0.0070009,0.99991,100.91,63.834,17.793,0.0038311,0.44308,42.197,5.3919,0.59772,15.118,40.136
3.7584e+05,0.9381,3.2874,0.5,0.00355,2162,218.31,12.157,11.393,143.01,11.991,40,0.99997,1.6023,70.104,3.8749,2.866,1.2891,124.82,5.392,0.9999,3.114,5.0942,1.2369,1.2369,0.003832,0.49456,72.126,0.074758,49.303,51.61,0.13896,93.817,0.70661,0.0070009,0.99991,100.91,63.835,17.793,0.0038318,0.4431,42.199,5.392,0.59772,15.118,40.136
3.7728e+05,0.93811,3.2874,0.5,0.00355,2162,218.31,12.157,11.393,143.01,11.991,40,0.99997,1.6024,70.104,3.8749,2.866,1.2892,124.82,5.392,0.9999,3.114,5.0942,1.2369,1.2369,0.0038327,0.49456,72.126,0.074759,49.306,51.61,0.13896,93.816,0.70661,0.0070009,0.99991,100.92,63.835,17.793,0.0038325,0.44311,42.2,5.392,0.59772,15.118,40.137
3.7872e+05,0.93812,3.2874,0.5,0.00355,2162,218.31,12.157,11.393,143.01,11.991,40,0.99997,1.6026,70.104,3.8749,2.866,1.2892,124.82,5.3921,0.9999,3.1141,5.0942,1.2369,1.2369,0.0038334,0.49456,72.126,0.07476,49.309,51.61,0.13897,93.816,0.7066,0.0070009,0.99991,100.92,63.835,17.793,0.0038332,0.44312,42.201,5.3921,0.59772,15.118,40.137
3.8016e+05,0.93814,3.2874,0.5,0.00355,2162,218.31,12.157,11.393,143.01,11.991,40,0.99997,1.6027,70.104,3.8749,2.866,1.2893,124.83,5.3922,0.9999,3.1141,5.0942,1.2369,1.2369,0.0038341,0.49456,72.126,0.074761,49.311,51.61,0.13897,93.815,0.7066,0.0070009,0.99992,100.92,63.835,17.794,0.0038339,0.44314,42.203,5.3922,0.59772,15.118,40.137
3.816e+05,0.93815,3.2874,0.5,0.00355,2162,218.31,12.157,11.393,143.01,11.991,40,0.99997,1.6028,70.104,3.8749,2.866,1.2893,124.83,5.3922,0.9999,3.1141,5.0942,1.2369,1.2369,0.0038347,0.49456,72.126,0.074761,49.314,51.61,0.13897,93.814,0.7066,0.0070009,0.99992,100.92,63.836,17.794,0.0038346,0.44315,42.204,5.3922,0.59772,15.118,40.137
